date,region,abbreviation,hpi
1995-07-01,South,LA,131.45
1995-10-01,South,LA,132.75
1996-01-01,South,LA,134.73
1996-04-01,South,LA,136.46
1996-07-01,South,LA,137.21
1996-10-01,South,LA,139.23
1997-01-01,South,LA,140.59
1997-04-01,South,LA,141.6
1997-07-01,South,LA,143.6
1997-10-01,South,LA,145.91
1998-01-01,South,LA,147.91
1998-04-01,South,LA,149.25
1998-07-01,South,LA,151.77
1998-10-01,South,LA,153.19
1999-01-01,South,LA,154.56
1999-04-01,South,LA,156.15
1999-07-01,South,LA,157.31
1999-10-01,South,LA,157.71
2000-01-01,South,LA,160.15
2000-04-01,South,LA,160.73
2000-07-01,South,LA,162.61
2000-10-01,South,LA,164.02
2001-01-01,South,LA,168.22
2001-04-01,South,LA,169.97
2001-07-01,South,LA,171.54
2001-10-01,South,LA,173.16
2002-01-01,South,LA,174.12
2002-04-01,South,LA,175.56
2002-07-01,South,LA,178.57
2002-10-01,South,LA,181.23
2003-01-01,South,LA,183.2
2003-04-01,South,LA,185.05
2003-07-01,South,LA,186.75
2003-10-01,South,LA,189.87
2004-01-01,South,LA,192.01
2004-04-01,South,LA,194.96
2004-07-01,South,LA,198.2
2004-10-01,South,LA,200.91
2005-01-01,South,LA,203.1
2005-04-01,South,LA,207.34
2005-07-01,South,LA,211.3
2005-10-01,South,LA,218.32
2006-01-01,South,LA,225.03
2006-04-01,South,LA,230.82
2006-07-01,South,LA,235.67
2006-10-01,South,LA,239.5
2007-01-01,South,LA,241.98
2007-04-01,South,LA,244.44
2007-07-01,South,LA,245.58
2007-10-01,South,LA,246.53
2008-01-01,South,LA,247.13
2008-04-01,South,LA,246.77
2008-07-01,South,LA,243.73
2008-10-01,South,LA,244.39
2009-01-01,South,LA,247.68
2009-04-01,South,LA,245.9
2009-07-01,South,LA,242.5
2009-10-01,South,LA,242.82
2010-01-01,South,LA,240.64
2010-04-01,South,LA,239.32
2010-07-01,South,LA,242.42
2010-10-01,South,LA,241.8
2011-01-01,South,LA,238.21
2011-04-01,South,LA,237.14
2011-07-01,South,LA,237.44
2011-10-01,South,LA,240.49
2012-01-01,South,LA,239.25
2012-04-01,South,LA,239.8
2012-07-01,South,LA,243.55
2012-10-01,South,LA,243.45
2013-01-01,South,LA,243.06
2013-04-01,South,LA,244.68
2013-07-01,South,LA,246.32
2013-10-01,South,LA,245.9
2014-01-01,South,LA,246.76
2014-04-01,South,LA,249.19
2014-07-01,South,LA,253.09
2014-10-01,South,LA,253.63
2015-01-01,South,LA,257.26
2015-04-01,South,LA,259.38
2015-07-01,South,LA,262.22
2015-10-01,South,LA,262.74
2016-01-01,South,LA,265.58
2016-04-01,South,LA,269.64
2016-07-01,South,LA,271.74
2016-10-01,South,LA,273.46
2017-01-01,South,LA,271.7
2017-04-01,South,LA,276.32
2017-07-01,South,LA,280.58
2017-10-01,South,LA,280.61
2018-01-01,South,LA,281.58
2018-04-01,South,LA,282.04
2018-07-01,South,LA,284.17
2018-10-01,South,LA,284.64
2019-01-01,South,LA,288.34
2019-04-01,South,LA,291.37
2019-07-01,South,LA,293.65
2019-10-01,South,LA,296.28
2020-01-01,South,LA,299.18
2020-04-01,South,LA,300.84
1975-01-01,Northeast,ME,54.59
1975-04-01,Northeast,ME,88.65
1975-07-01,Northeast,ME,69.44
1975-10-01,Northeast,ME,71.57
1976-01-01,Northeast,ME,57.43
1976-04-01,Northeast,ME,70.32
1976-07-01,Northeast,ME,84.32
1976-10-01,Northeast,ME,69.02
1977-01-01,Northeast,ME,78.01
1977-04-01,Northeast,ME,81.19
1977-07-01,Northeast,ME,81.6
1977-10-01,Northeast,ME,87.85
1978-01-01,Northeast,ME,82.94
1978-04-01,Northeast,ME,92.35
1978-07-01,Northeast,ME,90.82
1978-10-01,Northeast,ME,94.3
1979-01-01,Northeast,ME,106.25
1979-04-01,Northeast,ME,104.79
1979-07-01,Northeast,ME,98.26
1979-10-01,Northeast,ME,107.06
1980-01-01,Northeast,ME,100.0
1980-04-01,Northeast,ME,102.63
1980-07-01,Northeast,ME,110.0
1980-10-01,Northeast,ME,106.58
1981-01-01,Northeast,ME,126.35
1981-04-01,Northeast,ME,114.53
1981-07-01,Northeast,ME,109.42
1981-10-01,Northeast,ME,116.43
1982-01-01,Northeast,ME,108.76
1982-04-01,Northeast,ME,135.42
1982-07-01,Northeast,ME,110.1
1982-10-01,Northeast,ME,114.28
1983-01-01,Northeast,ME,115.39
1983-04-01,Northeast,ME,120.58
1983-07-01,Northeast,ME,125.75
1983-10-01,Northeast,ME,133.1
1984-01-01,Northeast,ME,133.04
1984-04-01,Northeast,ME,139.68
1984-07-01,Northeast,ME,142.88
1984-10-01,Northeast,ME,141.12
1985-01-01,Northeast,ME,146.57
1985-04-01,Northeast,ME,151.36
1985-07-01,Northeast,ME,157.08
1985-10-01,Northeast,ME,165.59
1986-01-01,Northeast,ME,168.21
1986-04-01,Northeast,ME,173.95
1986-07-01,Northeast,ME,181.19
1986-10-01,Northeast,ME,190.16
1987-01-01,Northeast,ME,197.33
1987-04-01,Northeast,ME,205.03
1987-07-01,Northeast,ME,214.85
1987-10-01,Northeast,ME,222.51
1988-01-01,Northeast,ME,226.59
1988-04-01,Northeast,ME,230.94
1988-07-01,Northeast,ME,237.53
1988-10-01,Northeast,ME,239.16
1989-01-01,Northeast,ME,240.17
1989-04-01,Northeast,ME,242.6
1989-07-01,Northeast,ME,245.51
1989-10-01,Northeast,ME,247.7
1990-01-01,Northeast,ME,244.82
1990-04-01,Northeast,ME,240.17
1990-07-01,Northeast,ME,236.13
1990-10-01,Northeast,ME,238.18
1991-01-01,Northeast,ME,231.53
1991-04-01,Northeast,ME,235.17
1991-07-01,Northeast,ME,230.89
1991-10-01,Northeast,ME,233.55
1992-01-01,Northeast,ME,234.9
1992-04-01,Northeast,ME,230.09
1992-07-01,Northeast,ME,231.03
1992-10-01,Northeast,ME,232.79
1993-01-01,Northeast,ME,229.52
1993-04-01,Northeast,ME,232.38
1993-07-01,Northeast,ME,230.58
1993-10-01,Northeast,ME,232.79
1994-01-01,Northeast,ME,232.54
1994-04-01,Northeast,ME,226.83
1994-07-01,Northeast,ME,225.29
1994-10-01,Northeast,ME,221.75
1995-01-01,Northeast,ME,223.85
1995-04-01,Northeast,ME,227.25
1995-07-01,Northeast,ME,231.64
1995-10-01,Northeast,ME,231.49
1996-01-01,Northeast,ME,236.93
1996-04-01,Northeast,ME,233.97
1996-07-01,Northeast,ME,233.41
1996-10-01,Northeast,ME,237.29
1997-01-01,Northeast,ME,236.05
1997-04-01,Northeast,ME,238.07
1997-07-01,Northeast,ME,241.35
1997-10-01,Northeast,ME,244.9
1998-01-01,Northeast,ME,248.5
1998-04-01,Northeast,ME,250.39
1998-07-01,Northeast,ME,253.3
1998-10-01,Northeast,ME,257.05
1999-01-01,Northeast,ME,259.57
1999-04-01,Northeast,ME,265.29
1999-07-01,Northeast,ME,271.11
1999-10-01,Northeast,ME,273.41
2000-01-01,Northeast,ME,279.24
2000-04-01,Northeast,ME,286.99
2000-07-01,Northeast,ME,293.43
2000-10-01,Northeast,ME,299.36
2001-01-01,Northeast,ME,308.0
2001-04-01,Northeast,ME,313.74
2001-07-01,Northeast,ME,323.07
2001-10-01,Northeast,ME,328.11
2002-01-01,Northeast,ME,335.32
2002-04-01,Northeast,ME,345.84
2002-07-01,Northeast,ME,355.75
2002-10-01,Northeast,ME,362.14
2003-01-01,Northeast,ME,368.93
2003-04-01,Northeast,ME,374.14
2003-07-01,Northeast,ME,385.03
2003-10-01,Northeast,ME,399.47
2004-01-01,Northeast,ME,408.42
2004-04-01,Northeast,ME,420.33
2004-07-01,Northeast,ME,440.22
2004-10-01,Northeast,ME,449.53
2005-01-01,Northeast,ME,462.61
2005-04-01,Northeast,ME,473.0
2005-07-01,Northeast,ME,484.92
2005-10-01,Northeast,ME,492.7
2006-01-01,Northeast,ME,497.32
2006-04-01,Northeast,ME,494.59
2006-07-01,Northeast,ME,497.84
2006-10-01,Northeast,ME,505.06
2007-01-01,Northeast,ME,508.52
2007-04-01,Northeast,ME,505.0
2007-07-01,Northeast,ME,502.07
2007-10-01,Northeast,ME,508.41
2008-01-01,Northeast,ME,510.67
2008-04-01,Northeast,ME,502.29
2008-07-01,Northeast,ME,491.15
2008-10-01,Northeast,ME,487.02
2009-01-01,Northeast,ME,491.91
2009-04-01,Northeast,ME,480.91
2009-07-01,Northeast,ME,469.81
2009-10-01,Northeast,ME,464.55
2010-01-01,Northeast,ME,461.62
2010-04-01,Northeast,ME,456.06
2010-07-01,Northeast,ME,461.36
2010-10-01,Northeast,ME,462.16
2011-01-01,Northeast,ME,454.72
2011-04-01,Northeast,ME,446.86
2011-07-01,Northeast,ME,450.64
2011-10-01,Northeast,ME,453.63
2012-01-01,Northeast,ME,448.59
2012-04-01,Northeast,ME,444.5
2012-07-01,Northeast,ME,445.15
2012-10-01,Northeast,ME,446.2
2013-01-01,Northeast,ME,448.71
2013-04-01,Northeast,ME,450.92
2013-07-01,Northeast,ME,447.96
2013-10-01,Northeast,ME,445.52
2014-01-01,Northeast,ME,448.2
2014-04-01,Northeast,ME,452.05
2014-07-01,Northeast,ME,460.14
2014-10-01,Northeast,ME,457.67
2015-01-01,Northeast,ME,463.48
2015-04-01,Northeast,ME,467.04
2015-07-01,Northeast,ME,469.25
2015-10-01,Northeast,ME,472.63
2016-01-01,Northeast,ME,476.84
2016-04-01,Northeast,ME,481.66
2016-07-01,Northeast,ME,492.15
2016-10-01,Northeast,ME,497.18
2017-01-01,Northeast,ME,499.34
2017-04-01,Northeast,ME,505.22
2017-07-01,Northeast,ME,515.82
2017-10-01,Northeast,ME,521.56
2018-01-01,Northeast,ME,524.8
2018-04-01,Northeast,ME,538.2
2018-07-01,Northeast,ME,543.2
2018-10-01,Northeast,ME,548.46
2019-01-01,Northeast,ME,552.36
2019-04-01,Northeast,ME,565.33
2019-07-01,Northeast,ME,573.72
2019-10-01,Northeast,ME,581.38
2020-01-01,Northeast,ME,586.99
2020-04-01,Northeast,ME,594.27
1975-01-01,South,MD,61.71
1975-04-01,South,MD,62.48
1975-07-01,South,MD,65.17
1975-10-01,South,MD,66.61
1976-01-01,South,MD,67.1
1976-04-01,South,MD,69.63
1976-07-01,South,MD,70.5
1976-10-01,South,MD,71.78
1977-01-01,South,MD,72.07
1977-04-01,South,MD,73.42
1977-07-01,South,MD,76.65
1977-10-01,South,MD,77.26
1978-01-01,South,MD,81.92
1978-04-01,South,MD,83.49
1978-07-01,South,MD,85.77
1978-10-01,South,MD,88.47
1979-01-01,South,MD,91.3
1979-04-01,South,MD,94.68
1979-07-01,South,MD,96.83
1979-10-01,South,MD,98.04
1980-01-01,South,MD,100.0
1980-04-01,South,MD,103.11
1980-07-01,South,MD,104.95
1980-10-01,South,MD,107.67
1981-01-01,South,MD,110.7
1981-04-01,South,MD,112.89
1981-07-01,South,MD,110.77
1981-10-01,South,MD,114.51
1982-01-01,South,MD,115.67
1982-04-01,South,MD,111.83
1982-07-01,South,MD,114.93
1982-10-01,South,MD,111.89
1983-01-01,South,MD,113.9
1983-04-01,South,MD,115.61
1983-07-01,South,MD,116.78
1983-10-01,South,MD,118.32
1984-01-01,South,MD,119.08
1984-04-01,South,MD,122.87
1984-07-01,South,MD,124.38
1984-10-01,South,MD,124.71
1985-01-01,South,MD,126.84
1985-04-01,South,MD,128.63
1985-07-01,South,MD,130.94
1985-10-01,South,MD,131.16
1986-01-01,South,MD,133.81
1986-04-01,South,MD,137.67
1986-07-01,South,MD,141.12
1986-10-01,South,MD,144.85
1987-01-01,South,MD,149.0
1987-04-01,South,MD,153.28
1987-07-01,South,MD,160.1
1987-10-01,South,MD,162.44
1988-01-01,South,MD,167.85
1988-04-01,South,MD,173.83
1988-07-01,South,MD,179.54
1988-10-01,South,MD,183.66
1989-01-01,South,MD,188.3
1989-04-01,South,MD,193.07
1989-07-01,South,MD,196.53
1989-10-01,South,MD,199.73
1990-01-01,South,MD,202.18
1990-04-01,South,MD,202.87
1990-07-01,South,MD,203.91
1990-10-01,South,MD,202.67
1991-01-01,South,MD,204.02
1991-04-01,South,MD,206.26
1991-07-01,South,MD,205.71
1991-10-01,South,MD,209.73
1992-01-01,South,MD,210.59
1992-04-01,South,MD,209.16
1992-07-01,South,MD,211.2
1992-10-01,South,MD,211.91
1993-01-01,South,MD,211.21
1993-04-01,South,MD,211.91
1993-07-01,South,MD,212.64
1993-10-01,South,MD,213.44
1994-01-01,South,MD,213.89
1994-04-01,South,MD,211.91
1994-07-01,South,MD,210.01
1994-10-01,South,MD,208.01
1995-01-01,South,MD,208.08
1995-04-01,South,MD,210.79
1995-07-01,South,MD,213.35
1995-10-01,South,MD,215.11
1996-01-01,South,MD,217.51
1996-04-01,South,MD,215.28
1996-07-01,South,MD,213.38
1996-10-01,South,MD,216.03
1997-01-01,South,MD,216.75
1997-04-01,South,MD,215.76
1997-07-01,South,MD,217.61
1997-10-01,South,MD,220.14
1998-01-01,South,MD,222.93
1998-04-01,South,MD,222.79
1998-07-01,South,MD,224.08
1998-10-01,South,MD,226.26
1999-01-01,South,MD,228.58
1999-04-01,South,MD,229.48
1999-07-01,South,MD,231.47
1999-10-01,South,MD,234.03
2000-01-01,South,MD,238.53
2000-04-01,South,MD,241.12
2000-07-01,South,MD,245.57
2000-10-01,South,MD,249.38
2001-01-01,South,MD,255.1
2001-04-01,South,MD,260.05
2001-07-01,South,MD,266.95
2001-10-01,South,MD,271.24
2002-01-01,South,MD,278.05
2002-04-01,South,MD,287.18
2002-07-01,South,MD,296.1
2002-10-01,South,MD,302.15
2003-01-01,South,MD,307.95
2003-04-01,South,MD,314.6
2003-07-01,South,MD,324.13
2003-10-01,South,MD,341.69
2004-01-01,South,MD,351.18
2004-04-01,South,MD,367.62
2004-07-01,South,MD,394.66
2004-10-01,South,MD,408.12
2005-01-01,South,MD,426.38
2005-04-01,South,MD,452.08
2005-07-01,South,MD,475.53
2005-10-01,South,MD,494.72
2006-01-01,South,MD,508.33
2006-04-01,South,MD,518.74
2006-07-01,South,MD,525.73
2006-10-01,South,MD,532.67
2007-01-01,South,MD,534.27
2007-04-01,South,MD,535.29
2007-07-01,South,MD,527.47
2007-10-01,South,MD,524.51
2008-01-01,South,MD,516.48
2008-04-01,South,MD,498.58
2008-07-01,South,MD,478.36
2008-10-01,South,MD,471.03
2009-01-01,South,MD,466.46
2009-04-01,South,MD,448.27
2009-07-01,South,MD,436.97
2009-10-01,South,MD,429.38
2010-01-01,South,MD,426.12
2010-04-01,South,MD,420.9
2010-07-01,South,MD,426.16
2010-10-01,South,MD,422.07
2011-01-01,South,MD,409.43
2011-04-01,South,MD,401.39
2011-07-01,South,MD,407.38
2011-10-01,South,MD,409.06
2012-01-01,South,MD,403.05
2012-04-01,South,MD,399.4
2012-07-01,South,MD,404.51
2012-10-01,South,MD,406.0
2013-01-01,South,MD,405.99
2013-04-01,South,MD,409.97
2013-07-01,South,MD,411.85
2013-10-01,South,MD,412.5
2014-01-01,South,MD,414.03
2014-04-01,South,MD,420.63
2014-07-01,South,MD,423.34
2014-10-01,South,MD,426.92
2015-01-01,South,MD,428.94
2015-04-01,South,MD,432.21
2015-07-01,South,MD,432.79
2015-10-01,South,MD,434.1
2016-01-01,South,MD,437.87
2016-04-01,South,MD,442.78
2016-07-01,South,MD,448.16
2016-10-01,South,MD,450.08
2017-01-01,South,MD,449.06
2017-04-01,South,MD,458.08
2017-07-01,South,MD,461.75
2017-10-01,South,MD,465.3
2018-01-01,South,MD,468.26
2018-04-01,South,MD,473.75
2018-07-01,South,MD,475.03
2018-10-01,South,MD,473.54
2019-01-01,South,MD,478.58
2019-04-01,South,MD,486.96
2019-07-01,South,MD,491.73
2019-10-01,South,MD,494.62
2020-01-01,South,MD,498.49
2020-04-01,South,MD,501.29
1975-01-01,Northeast,MA,68.1
1975-04-01,Northeast,MA,65.99
1975-07-01,Northeast,MA,67.47
1975-10-01,Northeast,MA,70.42
1976-01-01,Northeast,MA,67.96
1976-04-01,Northeast,MA,69.2
1976-07-01,Northeast,MA,69.36
1976-10-01,Northeast,MA,70.5
1977-01-01,Northeast,MA,72.84
1977-04-01,Northeast,MA,70.09
1977-07-01,Northeast,MA,73.86
1977-10-01,Northeast,MA,73.95
1978-01-01,Northeast,MA,78.82
1978-04-01,Northeast,MA,79.96
1978-07-01,Northeast,MA,85.35
1978-10-01,Northeast,MA,87.85
1979-01-01,Northeast,MA,91.61
1979-04-01,Northeast,MA,94.25
1979-07-01,Northeast,MA,97.92
1979-10-01,Northeast,MA,98.67
1980-01-01,Northeast,MA,100.0
1980-04-01,Northeast,MA,104.39
1980-07-01,Northeast,MA,108.91
1980-10-01,Northeast,MA,109.31
1981-01-01,Northeast,MA,113.18
1981-04-01,Northeast,MA,119.37
1981-07-01,Northeast,MA,121.99
1981-10-01,Northeast,MA,122.29
1982-01-01,Northeast,MA,124.1
1982-04-01,Northeast,MA,125.2
1982-07-01,Northeast,MA,127.29
1982-10-01,Northeast,MA,128.46
1983-01-01,Northeast,MA,130.83
1983-04-01,Northeast,MA,136.75
1983-07-01,Northeast,MA,143.85
1983-10-01,Northeast,MA,148.93
1984-01-01,Northeast,MA,157.21
1984-04-01,Northeast,MA,165.5
1984-07-01,Northeast,MA,175.36
1984-10-01,Northeast,MA,181.49
1985-01-01,Northeast,MA,191.2
1985-04-01,Northeast,MA,205.63
1985-07-01,Northeast,MA,218.71
1985-10-01,Northeast,MA,233.07
1986-01-01,Northeast,MA,242.46
1986-04-01,Northeast,MA,254.54
1986-07-01,Northeast,MA,266.96
1986-10-01,Northeast,MA,279.68
1987-01-01,Northeast,MA,289.23
1987-04-01,Northeast,MA,296.41
1987-07-01,Northeast,MA,305.55
1987-10-01,Northeast,MA,307.88
1988-01-01,Northeast,MA,310.97
1988-04-01,Northeast,MA,316.52
1988-07-01,Northeast,MA,315.32
1988-10-01,Northeast,MA,317.65
1989-01-01,Northeast,MA,314.91
1989-04-01,Northeast,MA,312.84
1989-07-01,Northeast,MA,317.58
1989-10-01,Northeast,MA,318.28
1990-01-01,Northeast,MA,314.2
1990-04-01,Northeast,MA,305.22
1990-07-01,Northeast,MA,299.94
1990-10-01,Northeast,MA,292.89
1991-01-01,Northeast,MA,289.92
1991-04-01,Northeast,MA,286.89
1991-07-01,Northeast,MA,283.55
1991-10-01,Northeast,MA,286.29
1992-01-01,Northeast,MA,285.39
1992-04-01,Northeast,MA,281.9
1992-07-01,Northeast,MA,283.49
1992-10-01,Northeast,MA,284.11
1993-01-01,Northeast,MA,282.21
1993-04-01,Northeast,MA,283.93
1993-07-01,Northeast,MA,284.95
1993-10-01,Northeast,MA,286.68
1994-01-01,Northeast,MA,286.88
1994-04-01,Northeast,MA,284.04
1994-07-01,Northeast,MA,283.78
1994-10-01,Northeast,MA,281.47
1995-01-01,Northeast,MA,283.1
1995-04-01,Northeast,MA,288.42
1995-07-01,Northeast,MA,293.11
1995-10-01,Northeast,MA,294.74
1996-01-01,Northeast,MA,298.38
1996-04-01,Northeast,MA,298.79
1996-07-01,Northeast,MA,300.09
1996-10-01,Northeast,MA,303.91
1997-01-01,Northeast,MA,306.64
1997-04-01,Northeast,MA,311.24
1997-07-01,Northeast,MA,315.72
1997-10-01,Northeast,MA,320.59
1998-01-01,Northeast,MA,324.86
1998-04-01,Northeast,MA,331.72
1998-07-01,Northeast,MA,339.98
1998-10-01,Northeast,MA,344.96
1999-01-01,Northeast,MA,351.93
1999-04-01,Northeast,MA,363.45
1999-07-01,Northeast,MA,378.49
1999-10-01,Northeast,MA,387.39
2000-01-01,Northeast,MA,403.85
2000-04-01,Northeast,MA,416.77
2000-07-01,Northeast,MA,432.04
2000-10-01,Northeast,MA,442.43
2001-01-01,Northeast,MA,454.35
2001-04-01,Northeast,MA,468.12
2001-07-01,Northeast,MA,483.82
2001-10-01,Northeast,MA,493.63
2002-01-01,Northeast,MA,507.99
2002-04-01,Northeast,MA,526.66
2002-07-01,Northeast,MA,542.07
2002-10-01,Northeast,MA,554.34
2003-01-01,Northeast,MA,565.29
2003-04-01,Northeast,MA,574.4
2003-07-01,Northeast,MA,585.19
2003-10-01,Northeast,MA,610.29
2004-01-01,Northeast,MA,620.49
2004-04-01,Northeast,MA,635.07
2004-07-01,Northeast,MA,665.65
2004-10-01,Northeast,MA,676.74
2005-01-01,Northeast,MA,691.23
2005-04-01,Northeast,MA,707.51
2005-07-01,Northeast,MA,718.64
2005-10-01,Northeast,MA,723.61
2006-01-01,Northeast,MA,724.2
2006-04-01,Northeast,MA,715.36
2006-07-01,Northeast,MA,709.88
2006-10-01,Northeast,MA,711.88
2007-01-01,Northeast,MA,706.51
2007-04-01,Northeast,MA,696.17
2007-07-01,Northeast,MA,682.6
2007-10-01,Northeast,MA,682.69
2008-01-01,Northeast,MA,679.28
2008-04-01,Northeast,MA,657.65
2008-07-01,Northeast,MA,641.34
2008-10-01,Northeast,MA,642.25
2009-01-01,Northeast,MA,642.37
2009-04-01,Northeast,MA,626.56
2009-07-01,Northeast,MA,615.85
2009-10-01,Northeast,MA,616.84
2010-01-01,Northeast,MA,613.28
2010-04-01,Northeast,MA,611.43
2010-07-01,Northeast,MA,614.91
2010-10-01,Northeast,MA,614.63
2011-01-01,Northeast,MA,605.69
2011-04-01,Northeast,MA,598.86
2011-07-01,Northeast,MA,601.98
2011-10-01,Northeast,MA,602.65
2012-01-01,Northeast,MA,598.85
2012-04-01,Northeast,MA,597.17
2012-07-01,Northeast,MA,600.95
2012-10-01,Northeast,MA,603.76
2013-01-01,Northeast,MA,605.77
2013-04-01,Northeast,MA,611.0
2013-07-01,Northeast,MA,619.03
2013-10-01,Northeast,MA,622.35
2014-01-01,Northeast,MA,626.56
2014-04-01,Northeast,MA,640.32
2014-07-01,Northeast,MA,647.83
2014-10-01,Northeast,MA,652.23
2015-01-01,Northeast,MA,657.16
2015-04-01,Northeast,MA,665.34
2015-07-01,Northeast,MA,677.07
2015-10-01,Northeast,MA,681.48
2016-01-01,Northeast,MA,688.6
2016-04-01,Northeast,MA,698.02
2016-07-01,Northeast,MA,710.16
2016-10-01,Northeast,MA,717.28
2017-01-01,Northeast,MA,723.4
2017-04-01,Northeast,MA,743.4
2017-07-01,Northeast,MA,753.53
2017-10-01,Northeast,MA,760.42
2018-01-01,Northeast,MA,769.73
2018-04-01,Northeast,MA,785.41
2018-07-01,Northeast,MA,795.06
2018-10-01,Northeast,MA,796.86
2019-01-01,Northeast,MA,806.04
2019-04-01,Northeast,MA,818.53
2019-07-01,Northeast,MA,827.72
2019-10-01,Northeast,MA,836.14
2020-01-01,Northeast,MA,843.18
2020-04-01,Northeast,MA,848.51
1975-01-01,Midwest,MI,60.26
1975-04-01,Midwest,MI,62.28
1975-07-01,Midwest,MI,63.17
1975-10-01,Midwest,MI,62.2
1976-01-01,Midwest,MI,62.73
1976-04-01,Midwest,MI,64.13
1976-07-01,Midwest,MI,64.36
1976-10-01,Midwest,MI,65.76
1977-01-01,Midwest,MI,67.19
1977-04-01,Midwest,MI,68.11
1977-07-01,Midwest,MI,71.21
1977-10-01,Midwest,MI,72.64
1978-01-01,Midwest,MI,75.54
1978-04-01,Midwest,MI,79.54
1978-07-01,Midwest,MI,82.93
1978-10-01,Midwest,MI,86.72
1979-01-01,Midwest,MI,91.6
1979-04-01,Midwest,MI,95.95
1979-07-01,Midwest,MI,99.02
1979-10-01,Midwest,MI,99.54
1980-01-01,Midwest,MI,100.0
1980-04-01,Midwest,MI,101.95
1980-07-01,Midwest,MI,102.81
1980-10-01,Midwest,MI,101.77
1981-01-01,Midwest,MI,103.13
1981-04-01,Midwest,MI,103.39
1981-07-01,Midwest,MI,106.18
1981-10-01,Midwest,MI,105.36
1982-01-01,Midwest,MI,104.65
1982-04-01,Midwest,MI,99.66
1982-07-01,Midwest,MI,98.09
1982-10-01,Midwest,MI,88.02
1983-01-01,Midwest,MI,96.77
1983-04-01,Midwest,MI,97.08
1983-07-01,Midwest,MI,97.26
1983-10-01,Midwest,MI,95.12
1984-01-01,Midwest,MI,97.54
1984-04-01,Midwest,MI,97.17
1984-07-01,Midwest,MI,97.33
1984-10-01,Midwest,MI,97.51
1985-01-01,Midwest,MI,99.74
1985-04-01,Midwest,MI,100.81
1985-07-01,Midwest,MI,102.71
1985-10-01,Midwest,MI,103.82
1986-01-01,Midwest,MI,105.45
1986-04-01,Midwest,MI,108.83
1986-07-01,Midwest,MI,112.09
1986-10-01,Midwest,MI,114.58
1987-01-01,Midwest,MI,117.52
1987-04-01,Midwest,MI,121.46
1987-07-01,Midwest,MI,124.08
1987-10-01,Midwest,MI,126.12
1988-01-01,Midwest,MI,127.93
1988-04-01,Midwest,MI,131.18
1988-07-01,Midwest,MI,133.32
1988-10-01,Midwest,MI,134.5
1989-01-01,Midwest,MI,136.57
1989-04-01,Midwest,MI,139.39
1989-07-01,Midwest,MI,142.67
1989-10-01,Midwest,MI,143.24
1990-01-01,Midwest,MI,145.42
1990-04-01,Midwest,MI,147.68
1990-07-01,Midwest,MI,148.61
1990-10-01,Midwest,MI,148.99
1991-01-01,Midwest,MI,150.74
1991-04-01,Midwest,MI,152.8
1991-07-01,Midwest,MI,153.98
1991-10-01,Midwest,MI,155.87
1992-01-01,Midwest,MI,157.15
1992-04-01,Midwest,MI,158.17
1992-07-01,Midwest,MI,159.36
1992-10-01,Midwest,MI,160.58
1993-01-01,Midwest,MI,161.2
1993-04-01,Midwest,MI,162.43
1993-07-01,Midwest,MI,163.87
1993-10-01,Midwest,MI,165.26
1994-01-01,Midwest,MI,167.13
1994-04-01,Midwest,MI,169.93
1994-07-01,Midwest,MI,173.28
1994-10-01,Midwest,MI,175.43
1995-01-01,Midwest,MI,178.56
1995-04-01,Midwest,MI,182.02
1995-07-01,Midwest,MI,185.31
1995-10-01,Midwest,MI,188.47
1996-01-01,Midwest,MI,191.13
1996-04-01,Midwest,MI,196.44
1996-07-01,Midwest,MI,200.95
1996-10-01,Midwest,MI,203.62
1997-01-01,Midwest,MI,207.13
1997-04-01,Midwest,MI,211.57
1997-07-01,Midwest,MI,215.31
1997-10-01,Midwest,MI,218.33
1998-01-01,Midwest,MI,220.81
1998-04-01,Midwest,MI,225.01
1998-07-01,Midwest,MI,228.73
1998-10-01,Midwest,MI,230.84
1999-01-01,Midwest,MI,234.53
1999-04-01,Midwest,MI,239.64
1999-07-01,Midwest,MI,244.46
1999-10-01,Midwest,MI,247.44
2000-01-01,Midwest,MI,253.12
2000-04-01,Midwest,MI,256.64
2000-07-01,Midwest,MI,261.2
2000-10-01,Midwest,MI,264.95
2001-01-01,Midwest,MI,269.09
2001-04-01,Midwest,MI,272.59
2001-07-01,Midwest,MI,276.19
2001-10-01,Midwest,MI,278.48
2002-01-01,Midwest,MI,281.92
2002-04-01,Midwest,MI,285.04
2002-07-01,Midwest,MI,287.66
2002-10-01,Midwest,MI,289.49
2003-01-01,Midwest,MI,291.69
2003-04-01,Midwest,MI,293.95
2003-07-01,Midwest,MI,296.54
2003-10-01,Midwest,MI,300.88
2004-01-01,Midwest,MI,302.88
2004-04-01,Midwest,MI,304.96
2004-07-01,Midwest,MI,309.13
2004-10-01,Midwest,MI,312.56
2005-01-01,Midwest,MI,315.14
2005-04-01,Midwest,MI,316.93
2005-07-01,Midwest,MI,319.51
2005-10-01,Midwest,MI,318.75
2006-01-01,Midwest,MI,317.47
2006-04-01,Midwest,MI,312.26
2006-07-01,Midwest,MI,309.88
2006-10-01,Midwest,MI,311.41
2007-01-01,Midwest,MI,308.99
2007-04-01,Midwest,MI,303.32
2007-07-01,Midwest,MI,293.7
2007-10-01,Midwest,MI,292.63
2008-01-01,Midwest,MI,291.8
2008-04-01,Midwest,MI,279.91
